# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
303824,53,14,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
303824,313,15,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
303824,403,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
304778,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304778,4,12,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304778,47,4,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304778,122,5,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
304778,257,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
304778,854,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
304775,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304777,1,10,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304777,101,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304777,226,10,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304777,263,11,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304777,266,10,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304777,357,11,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304789,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302479,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302479,30,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
302479,36,5,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
302479,82,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
302029,1,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
302026,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302026,15,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
302034,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302036,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302036,10,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302043,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302043,201,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
302044,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302038,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302031,1,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
